@startDocuBlock errorCodes 
################################################################################

## General errors

################################################################################



ERROR_NO_ERROR,0,"no error","No error has occurred."
 parsing                    0.00003
 optimizing ast             0.00001
 loading collections        0.00002
 instantiating plan         0.00001
 optimizing plan            0.00007
 executing                  0.78294
 finalizing                 0.00008


</pre>
<div id="01_workWithAQL_databaseProfileQuery_container_collapse" onclick="$('#01_workWithAQL_databaseProfileQuery_long').hide(); $('#01_workWithAQL_databaseProfileQuery_short').show(); window.location.hash='01_workWithAQL_databaseProfileQuery_container';" class="example_show_button">Hide execution results</div></div>
<div id="01_workWithAQL_databaseProfileQuery_short" onclick="$('#01_workWithAQL_databaseProfileQuery_short').hide(); $('#01_workWithAQL_databaseProfileQuery_long').show();">
<pre>
arangosh&gt; db._profileQuery("LET s = SLEEP(0.25) LET t = SLEEP(0.5) RETURN 1", {}, {colors: false});
</pre><div class="example_show_button">Show execution results</div>
</div>
</div>

    @endDocuBlock 01_workWithAQL_databaseProfileQuery


<!-- filename: /work/ArangoDB/Documentation/Books/AQL/execution-and-performance-explaining-queries.md -->
    @startDocuBlockInline 07_workWithAQL_statementsExplain


<div class="example-container" id="07_workWithAQL_statementsExplain_container">
<a class="anchorjs-link " href="#07_workWithAQL_statementsExplain_container" aria-label="Anchor" data-anchorjs-icon=""></a><div id="07_workWithAQL_statementsExplain_long" style="Display: none;">
<pre>
arangosh&gt; <span class="hljs-keyword">var</span> stmt = db._createStatement(
........&gt; <span class="hljs-string">"FOR user IN _users RETURN user"</span>);
arangosh&gt; stmt.explain();
{ 
  <span class="hljs-string">"plan"</span> : { 
    <span class="hljs-string">"nodes"</span> : [ 
      { 
        <span class="hljs-string">"type"</span> : <span class="hljs-string">"SingletonNode"</span>, 
        <span class="hljs-string">"dependencies"</span> : [ ], 
        <span class="hljs-string">"id"</span> : <span class="hljs-number">1</span>, 
        <span class="hljs-string">"estimatedCost"</span> : <span class="hljs-number">1</span>, 
        <span class="hljs-string">"estimatedNrItems"</span> : <span class="hljs-number">1</span> 
      }, 
      { 
        <span class="hljs-string">"type"</span> : <span class="hljs-string">"EnumerateCollectionNode"</span>, 
        <span class="hljs-string">"dependencies"</span> : [ 
          <span class="hljs-number">1</span> 
        ], 
        <span class="hljs-string">"id"</span> : <span class="hljs-number">2</span>, 
        <span class="hljs-string">"estimatedCost"</span> : <span class="hljs-number">3</span>, 
        <span class="hljs-string">"estimatedNrItems"</span> : <span class="hljs-number">1</span>, 
        <span class="hljs-string">"random"</span> : <span class="hljs-literal">false</span>, 
        <span class="hljs-string">"indexHint"</span> : { 
          <span class="hljs-string">"forced"</span> : <span class="hljs-literal">false</span>, 
          <span class="hljs-string">"type"</span> : <span class="hljs-string">"none"</span> 
        }, 
        <span class="hljs-string">"outVariable"</span> : { 
          <span class="hljs-string">"id"</span> : <span class="hljs-number">0</span>, 
          <span class="hljs-string">"name"</span> : <span class="hljs-string">"user"</span> 
        }, 
        <span class="hljs-string">"projections"</span> : [ ], 
        <span class="hljs-string">"producesResult"</span> : <span class="hljs-literal">true</span>, 
        <span class="hljs-string">"database"</span> : <span class="hljs-string">"_system"</span>, 
        <span class="hljs-string">"collection"</span> : <span class="hljs-string">"_users"</span>, 
        <span class="hljs-string">"satellite"</span> : <span class="hljs-literal">false</span> 
      }, 
      { 
        <span class="hljs-string">"type"</span> : <span class="hljs-string">"ReturnNode"</span>, 
        <span class="hljs-string">"dependencies"</span> : [ 
          <span class="hljs-number">2</span> 
        ], 
        <span class="hljs-string">"id"</span> : <span class="hljs-number">3</span>, 
        <span class="hljs-string">"estimatedCost"</span> : <span class="hljs-number">4</span>, 
        <span class="hljs-string">"estimatedNrItems"</span> : <span class="hljs-number">1</span>, 
        <span class="hljs-string">"inVariable"</span> : { 
          <span class="hljs-string">"id"</span> : <span class="hljs-number">0</span>, 
          <span class="hljs-string">"name"</span> : <span class="hljs-string">"user"</span> 
        }, 
        <span class="hljs-string">"count"</span> : <span class="hljs-literal">true</span> 
      } 
    ], 
    <span class="hljs-string">"rules"</span> : [ ], 
    <span class="hljs-string">"collections"</span> : [ 
      { 
        <span class="hljs-string">"name"</span> : <span class="hljs-string">"_users"</span>, 
        <span class="hljs-string">"type"</span> : <span class="hljs-string">"read"</span> 
      } 
    ], 
    <span class="hljs-string">"variables"</span> : [ 
      { 
        <span class="hljs-string">"id"</span> : <span class="hljs-number">0</span>, 
        <span class="hljs-string">"name"</span> : <span class="hljs-string">"user"</span> 
      } 
    ], 
    <span class="hljs-string">"estimatedCost"</span> : <span class="hljs-number">4</span>, 
    <span class="hljs-string">"estimatedNrItems"</span> : <span class="hljs-number">1</span>, 
    <span class="hljs-string">"initialize"</span> : <span class="hljs-literal">true</span>, 
    <span class="hljs-string">"isModificationQuery"</span> : <span class="hljs-literal">false</span> 
  }, 
  <span class="hljs-string">"warnings"</span> : [ ], 
  <span class="hljs-string">"stats"</span> : { 
    <span class="hljs-string">"rulesExecuted"</span> : <span class="hljs-number">36</span>, 
    <span class="hljs-string">"rulesSkipped"</span> : <span class="hljs-number">0</span>, 
    <span class="hljs-string">"plansCreated"</span> : <span class="hljs-number">1</span> 
  }, 
  <span class="hljs-string">"cacheable"</span> : <span class="hljs-literal">true</span> 
}
</pre>
<div id="07_workWithAQL_statementsExplain_container_collapse" onclick="$('#07_workWithAQL_statementsExplain_long').hide(); $('#07_workWithAQL_statementsExplain_short').show(); window.location.hash='07_workWithAQL_statementsExplain_container';" class="example_show_button">Hide execution results</div></div>
<div id="07_workWithAQL_statementsExplain_short" onclick="$('#07_workWithAQL_statementsExplain_short').hide(); $('#07_workWithAQL_statementsExplain_long').show();">
<pre>
arangosh&gt; <span class="hljs-keyword">var</span> stmt = db._createStatement(
........&gt; <span class="hljs-string">"FOR user IN _users RETURN user"</span>);
arangosh&gt; stmt.explain();
</pre><div class="example_show_button">Show execution results</div>
</div>
</div>

    @endDocuBlock 07_workWithAQL_statementsExplain


<!-- filename: /work/ArangoDB/Documentation/Books/AQL/execution-and-performance-explaining-queries.md -->
    @startDocuBlockInline 08_workWithAQL_statementsPlans


<div class="example-container" id="08_workWithAQL_statementsPlans_container">
<a class="anchorjs-link " href="#08_workWithAQL_statementsPlans_container" aria-label="Anchor" data-anchorjs-icon=""></a><div id="08_workWithAQL_statementsPlans_long" style="Display: none;">
<pre>
arangosh&gt; <span class="hljs-keyword">var</span> formatPlan = <span class="hljs-function"><span class="hljs-keyword">function</span> (<span class="hljs-params">plan</span>) </span>{
........&gt;    <span class="hljs-keyword">return</span> { <span class="hljs-attr">estimatedCost</span>: plan.estimatedCost,
........&gt;        nodes: plan.nodes.map(<span class="hljs-function"><span class="hljs-keyword">function</span>(<span class="hljs-params">node</span>) </span>{
........&gt; <span class="hljs-keyword">return</span> node.type; }) }; };
arangosh&gt; formatPlan(stmt.explain().plan);
{ 
  <span class="hljs-string">"estimatedCost"</span> : <span class="hljs-number">4</span>, 
  <span class="hljs-string">"nodes"</span> : [ 
    <span class="hljs-string">"SingletonNode"</span>, 
    <span class="hljs-string">"EnumerateCollectionNode"</span>, 
    <span class="hljs-string">"ReturnNode"</span> 
  ] 
}
</pre>
<div id="08_workWithAQL_statementsPlans_container_collapse" onclick="$('#08_workWithAQL_statementsPlans_long').hide(); $('#08_workWithAQL_statementsPlans_short').show(); window.location.hash='08_workWithAQL_statementsPlans_container';" class="example_show_button">Hide execution results</div></div>
<div id="08_workWithAQL_statementsPlans_short" onclick="$('#08_workWithAQL_statementsPlans_short').hide(); $('#08_workWithAQL_statementsPlans_long').show();">
<pre>
arangosh&gt; <span class="hljs-keyword">var</span> formatPlan = <span class="hljs-function"><span class="hljs-keyword">function</span> (<span class="hljs-params">plan</span>) </span>{
........&gt;    <span class="hljs-keyword">return</span> { <span class="hljs-attr">estimatedCost</span>: plan.estimatedCost,
........&gt;        nodes: plan.nodes.map(<span class="hljs-function"><span class="hljs-keyword">function</span>(<span class="hljs-params">node</span>) </span>{
........&gt; <span class="hljs-keyword">return</span> node.type; }) }; };
arangosh&gt; formatPlan(stmt.explain().plan);
</pre><div class="example_show_button">Show execution results</div>
</div>
</div>

    @endDocuBlock 08_workWithAQL_statementsPlans


<!-- filename: /work/ArangoDB/Documentation/Books/AQL/execution-and-performance-explaining-queries.md -->
    @startDocuBlockInline 09_workWithAQL_statementsPlansBind


<div class="example-container" id="09_workWithAQL_statementsPlansBind_container">
<a class="anchorjs-link " href="#09_workWithAQL_statementsPlansBind_container" aria-label="Anchor" data-anchorjs-icon=""></a><div id="09_workWithAQL_statementsPlansBind_long" style="Display: none;">
<pre>
arangosh&gt; <span class="hljs-keyword">var</span> stmt = db._createStatement(
........&gt; <span class="hljs-string">`FOR doc IN @@collection FILTER doc.user == @user RETURN doc`</span>
........&gt; );
arangosh&gt; stmt.bind({ <span class="hljs-string">"@collection"</span> : <span class="hljs-string">"_users"</span>, <span class="hljs-string">"user"</span> : <span class="hljs-string">"root"</span> });
arangosh&gt; stmt.explain();
{ 
  <span class="hljs-string">"plan"</span> : { 
    <span class="hljs-string">"nodes"</span> : [ 
      { 
        <span class="hljs-string">"type"</span> : <span class="hljs-string">"SingletonNode"</span>, 
        <span class="hljs-string">"dependencies"</span> : [ ], 
        <span class="hljs-string">"id"</span> : <span class="hljs-number">1</span>, 
        <span class="hljs-string">"estimatedCost"</span> : <span class="hljs-number">1</span>, 
        <span class="hljs-string">"estimatedNrItems"</span> : <span class="hljs-number">1</span> 
      }, 
      { 
        <span class="hljs-string">"type"</span> : <span class="hljs-string">"IndexNode"</span>, 
        <span class="hljs-string">"dependencies"</span> : [ 
          <span class="hljs-number">1</span> 
        ], 
        <span class="hljs-string">"id"</span> : <span class="hljs-number">6</span>, 
        <span class="hljs-string">"estimatedCost"</span> : <span class="hljs-number">2.04475</span>, 
        <span class="hljs-string">"estimatedNrItems"</span> : <span class="hljs-number">1</span>, 
        <span class="hljs-string">"outVariable"</span> : { 
          <span class="hljs-string">"id"</span> : <span class="hljs-number">0</span>, 
          <span class="hljs-string">"name"</span> : <span class="hljs-string">"doc"</span> 
        }, 
        <span class="hljs-string">"projections"</span> : [ ], 
        <span class="hljs-string">"producesResult"</span> : <span class="hljs-literal">true</span>, 
        <span class="hljs-string">"database"</span> : <span class="hljs-string">"_system"</span>, 
        <span class="hljs-string">"collection"</span> : <span class="hljs-string">"_users"</span>, 
        <span class="hljs-string">"satellite"</span> : <span class="hljs-literal">false</span>, 
        <span class="hljs-string">"needsGatherNodeSort"</span> : <span class="hljs-literal">false</span>, 
        <span class="hljs-string">"indexCoversProjections"</span> : <span class="hljs-literal">false</span>, 
        <span class="hljs-string">"indexes"</span> : [ 
          { 
            <span class="hljs-string">"id"</span> : <span class="hljs-string">"46"</span>, 
            <span class="hljs-string">"type"</span> : <span class="hljs-string">"hash"</span>, 
            <span class="hljs-string">"name"</span> : <span class="hljs-string">"idx_1646382023744421888"</span>, 
            <span class="hljs-string">"fields"</span> : [ 
              <span class="hljs-string">"user"</span> 
            ], 
            <span class="hljs-string">"selectivityEstimate"</span> : <span class="hljs-number">1</span>, 
            <span class="hljs-string">"unique"</span> : <span class="hljs-literal">true</span>, 
            <span class="hljs-string">"sparse"</span> : <span class="hljs-literal">true</span>, 
            <span class="hljs-string">"deduplicate"</span> : <span class="hljs-literal">true</span> 
          } 
        ], 
        <span class="hljs-string">"condition"</span> : { 
          <span class="hljs-string">"type"</span> : <span class="hljs-string">"n-ary or"</span>, 
          <span class="hljs-string">"typeID"</span> : <span class="hljs-number">63</span>, 
          <span class="hljs-string">"subNodes"</span> : [ 
            { 
              <span class="hljs-string">"type"</span> : <span class="hljs-string">"n-ary and"</span>, 
              <span class="hljs-string">"typeID"</span> : <span class="hljs-number">62</span>, 
              <span class="hljs-string">"subNodes"</span> : [ 
                { 
                  <span class="hljs-string">"type"</span> : <span class="hljs-string">"compare =="</span>, 
                  <span class="hljs-string">"typeID"</span> : <span class="hljs-number">25</span>, 
                  <span class="hljs-string">"excludesNull"</span> : <span class="hljs-literal">false</span>, 
                  <span class="hljs-string">"subNodes"</span> : [ 
                    { 
                      <span class="hljs-string">"type"</span> : <span class="hljs-string">"attribute access"</span>, 
                      <span class="hljs-string">"typeID"</span> : <span class="hljs-number">35</span>, 
                      <span class="hljs-string">"name"</span> : <span class="hljs-string">"user"</span>, 
                      <span class="hljs-string">"subNodes"</span> : [ 
                        { 
                          <span class="hljs-string">"type"</span> : <span class="hljs-string">"reference"</span>, 
                          <span class="hljs-string">"typeID"</span> : <span class="hljs-number">45</span>, 
                          <span class="hljs-string">"name"</span> : <span class="hljs-string">"doc"</span>, 
                          <span class="hljs-string">"id"</span> : <span class="hljs-number">0</span> 
                        } 
                      ] 
                    }, 
                    { 
                      <span class="hljs-string">"type"</span> : <span class="hljs-string">"value"</span>, 
                      <span class="hljs-string">"typeID"</span> : <span class="hljs-number">40</span>, 
                      <span class="hljs-string">"value"</span> : <span class="hljs-string">"root"</span>, 
                      <span class="hljs-string">"vType"</span> : <span class="hljs-string">"string"</span>, 
                      <span class="hljs-string">"vTypeID"</span> : <span class="hljs-number">4</span> 
                    } 
                  ] 
                } 
              ] 
            } 
          ] 
        }, 
        <span class="hljs-string">"sorted"</span> : <span class="hljs-literal">true</span>, 
        <span class="hljs-string">"ascending"</span> : <span class="hljs-literal">true</span>, 
        <span class="hljs-string">"reverse"</span> : <span class="hljs-literal">false</span>, 
        <span class="hljs-string">"evalFCalls"</span> : <span class="hljs-literal">true</span>, 
        <span class="hljs-string">"limit"</span> : <span class="hljs-number">0</span> 
      }, 
      { 
        <span class="hljs-string">"type"</span> : <span class="hljs-string">"ReturnNode"</span>, 
        <span class="hljs-string">"dependencies"</span> : [ 
          <span class="hljs-number">6</span> 
        ], 
        <span class="hljs-string">"id"</span> : <span class="hljs-number">5</span>, 
        <span class="hljs-string">"estimatedCost"</span> : <span class="hljs-number">3.04475</span>, 
        <span class="hljs-string">"estimatedNrItems"</span> : <span class="hljs-number">1</span>, 
        <span class="hljs-string">"inVariable"</span> : { 
          <span class="hljs-string">"id"</span> : <span class="hljs-number">0</span>, 
          <span class="hljs-string">"name"</span> : <span class="hljs-string">"doc"</span> 
        }, 
        <span class="hljs-string">"count"</span> : <span class="hljs-literal">true</span> 
      } 
    ], 
    <span class="hljs-string">"rules"</span> : [ 
      <span class="hljs-string">"use-indexes"</span>, 
      <span class="hljs-string">"remove-filter-covered-by-index"</span>, 
      <span class="hljs-string">"remove-unnecessary-calculations-2"</span> 
    ], 
    <span class="hljs-string">"collections"</span> : [ 
      { 
        <span class="hljs-string">"name"</span> : <span class="hljs-string">"_users"</span>, 
        <span class="hljs-string">"type"</span> : <span class="hljs-string">"read"</span> 
      } 
    ], 
    <span class="hljs-string">"variables"</span> : [ 
      { 
        <span class="hljs-string">"id"</span> : <span class="hljs-number">2</span>, 
        <span class="hljs-string">"name"</span> : <span class="hljs-string">"1"</span> 
      }, 
      { 
        <span class="hljs-string">"id"</span> : <span class="hljs-number">0</span>, 
        <span class="hljs-string">"name"</span> : <span class="hljs-string">"doc"</span> 
      } 
    ], 
    <span class="hljs-string">"estimatedCost"</span> : <span class="hljs-number">3.04475</span>, 
    <span class="hljs-string">"estimatedNrItems"</span> : <span class="hljs-number">1</span>, 
    <span class="hljs-string">"initialize"</span> : <span class="hljs-literal">true</span>, 
    <span class="hljs-string">"isModificationQuery"</span> : <span class="hljs-literal">false</span> 
  }, 
  <span class="hljs-string">"warnings"</span> : [ ], 
  <span class="hljs-string">"stats"</span> : { 
    <span class="hljs-string">"rulesExecuted"</span> : <span class="hljs-number">36</span>, 
    <span class="hljs-string">"rulesSkipped"</span> : <span class="hljs-number">0</span>, 
    <span class="hljs-string">"plansCreated"</span> : <span class="hljs-number">1</span> 
  }, 
  <span class="hljs-string">"cacheable"</span> : <span class="hljs-literal">true</span> 
}
</pre>
<div id="09_workWithAQL_statementsPlansBind_container_collapse" onclick="$('#09_workWithAQL_statementsPlansBind_long').hide(); $('#09_workWithAQL_statementsPlansBind_short').show(); window.location.hash='09_workWithAQL_statementsPlansBind_container';" class="example_show_button">Hide execution results</div></div>
<div id="09_workWithAQL_statementsPlansBind_short" onclick="$('#09_workWithAQL_statementsPlansBind_short').hide(); $('#09_workWithAQL_statementsPlansBind_long').show();">
<pre>
arangosh&gt; <span class="hljs-keyword">var</span> stmt = db._createStatement(
........&gt; <span class="hljs-string">`FOR doc IN @@collection FILTER doc.user == @user RETURN doc`</span>
........&gt; );
arangosh&gt; stmt.bind({ <span class="hljs-string">"@collection"</span> : <span class="hljs-string">"_users"</span>, <span class="hljs-string">"user"</span> : <span class="hljs-string">"root"</span> });
arangosh&gt; stmt.explain();
</pre><div class="example_show_button">Show execution results</div>
</div>
</div>

    @endDocuBlock 09_workWithAQL_statementsPlansBind


<!-- filename: /work/ArangoDB/Documentation/Books/AQL/execution-and-performance-explaining-queries.md -->
    @startDocuBlockInline 10_workWithAQL_statementsPlansOptimizer0


<div class="example-container" id="10_workWithAQL_statementsPlansOptimizer0_container">
<a class="anchorjs-link " href="#10_workWithAQL_statementsPlansOptimizer0_container" aria-label="Anchor" data-anchorjs-icon=""></a><div id="10_workWithAQL_statementsPlansOptimizer0_long">
<pre>
arangosh&gt; <span class="hljs-keyword">var</span> stmt = db._createStatement(
........&gt; <span class="hljs-string">"FOR user IN _users FILTER user.user == 'root' RETURN user"</span>);
arangosh&gt; stmt.explain({ <span class="hljs-attr">allPlans</span>: <span class="hljs-literal">true</span> }).plans.length;
<span class="hljs-number">1</span>
</pre>
</div>
</div>

    @endDocuBlock 10_workWithAQL_statementsPlansOptimizer0


<!-- filename: /work/ArangoDB/Documentation/Books/AQL/execution-and-performance-explaining-queries.md -->
    @startDocuBlockInline 10_workWithAQL_statementsPlansOptimizer1


<div class="example-container" id="10_workWithAQL_statementsPlansOptimizer1_container">
<a class="anchorjs-link " href="#10_workWithAQL_statementsPlansOptimizer1_container" aria-label="Anchor" data-anchorjs-icon=""></a><div id="10_workWithAQL_statementsPlansOptimizer1_long" style="Display: none;">
<pre>
arangosh&gt; stmt.explain({ <span class="hljs-attr">allPlans</span>: <span class="hljs-literal">true</span> }).plans.map(
........&gt; <span class="hljs-function"><span class="hljs-keyword">function</span>(<span class="hljs-params">plan</span>) </span>{ <span class="hljs-keyword">return</span> formatPlan(plan); });
[ 
  { 
    <span class="hljs-string">"estimatedCost"</span> : <span class="hljs-number">3.04475</span>, 
    <span class="hljs-string">"nodes"</span> : [ 
      <span class="hljs-string">"SingletonNode"</span>, 
      <span class="hljs-string">"IndexNode"</span>, 
      <span class="hljs-string">"ReturnNode"</span> 
    ] 
  } 
]
</pre>
<div id="10_workWithAQL_statementsPlansOptimizer1_container_collapse" onclick="$('#10_workWithAQL_statementsPlansOptimizer1_long').hide(); $('#10_workWithAQL_statementsPlansOptimizer1_short').show(); window.location.hash='10_workWithAQL_statementsPlansOptimizer1_container';" class="example_show_button">Hide execution results</div></div>
<div id="10_workWithAQL_statementsPlansOptimizer1_short" onclick="$('#10_workWithAQL_statementsPlansOptimizer1_short').hide(); $('#10_workWithAQL_statementsPlansOptimizer1_long').show();">
<pre>
arangosh&gt; stmt.explain({ <span class="hljs-attr">allPlans</span>: <span class="hljs-literal">true</span> }).plans.map(
........&gt; <span class="hljs-function"><span class="hljs-keyword">function</span>(<span class="hljs-params">plan</span>) </span>{ <span class="hljs-keyword">return</span> formatPlan(plan); });
</pre><div class="example_show_button">Show execution results</div>
</div>
</div>

    @endDocuBlock 10_workWithAQL_statementsPlansOptimizer1


<!-- filename: /work/ArangoDB/Documentation/Books/AQL/execution-and-performance-explaining-queries.md -->
    @startDocuBlockInline 10_workWithAQL_statementsPlansOptimizer2


<div class="example-container" id="10_workWithAQL_statementsPlansOptimizer2_container">
<a class="anchorjs-link " href="#10_workWithAQL_statementsPlansOptimizer2_container" aria-label="Anchor" data-anchorjs-icon=""></a><div id="10_workWithAQL_statementsPlansOptimizer2_long" style="Display: none;">
<pre>
arangosh&gt; stmt.explain({ <span class="hljs-attr">optimizer</span>: {
........&gt; rules: [ <span class="hljs-string">"-all"</span>, <span class="hljs-string">"+remove-redundant-calculations"</span> ] } });
{ 
  <span class="hljs-string">"plan"</span> : { 
    <span class="hljs-string">"nodes"</span> : [ 
      { 
        <span class="hljs-string">"type"</span> : <span class="hljs-string">"SingletonNode"</span>, 
        <span class="hljs-string">"dependencies"</span> : [ ], 
        <span class="hljs-string">"id"</span> : <span class="hljs-number">1</span>, 
        <span class="hljs-string">"estimatedCost"</span> : <span class="hljs-number">1</span>, 
        <span class="hljs-string">"estimatedNrItems"</span> : <span class="hljs-number">1</span> 
      }, 
      { 
        <span class="hljs-string">"type"</span> : <span class="hljs-string">"EnumerateCollectionNode"</span>, 
        <span class="hljs-string">"dependencies"</span> : [ 
          <span class="hljs-number">1</span> 
        ], 
        <span class="hljs-string">"id"</span> : <span class="hljs-number">2</span>, 
        <span class="hljs-string">"estimatedCost"</span> : <span class="hljs-number">3</span>, 
        <span class="hljs-string">"estimatedNrItems"</span> : <span class="hljs-number">1</span>, 
        <span class="hljs-string">"random"</span> : <span class="hljs-literal">false</span>, 
        <span class="hljs-string">"indexHint"</span> : { 
          <span class="hljs-string">"forced"</span> : <span class="hljs-literal">false</span>, 
          <span class="hljs-string">"type"</span> : <span class="hljs-string">"none"</span> 
        }, 
        <span class="hljs-string">"outVariable"</span> : { 
          <span class="hljs-string">"id"</span> : <span class="hljs-number">0</span>, 
          <span class="hljs-string">"name"</span> : <span class="hljs-string">"user"</span> 
        }, 
        <span class="hljs-string">"projections"</span> : [ ], 
        <span class="hljs-string">"producesResult"</span> : <span class="hljs-literal">true</span>, 
        <span class="hljs-string">"database"</span> : <span class="hljs-string">"_system"</span>, 
        <span class="hljs-string">"collection"</span> : <span class="hljs-string">"_users"</span>, 
        <span class="hljs-string">"satellite"</span> : <span class="hljs-literal">false</span> 
      }, 
      { 
        <span class="hljs-string">"type"</span> : <span class="hljs-string">"CalculationNode"</span>, 
        <span class="hljs-string">"dependencies"</span> : [ 
          <span class="hljs-number">2</span> 
        ], 
        <span class="hljs-string">"id"</span> : <span class="hljs-number">3</span>, 
        <span class="hljs-string">"estimatedCost"</span> : <span class="hljs-number">4</span>, 
        <span class="hljs-string">"estimatedNrItems"</span> : <span class="hljs-number">1</span>, 
        <span class="hljs-string">"expression"</span> : { 
          <span class="hljs-string">"type"</span> : <span class="hljs-string">"compare =="</span>, 
          <span class="hljs-string">"typeID"</span> : <span class="hljs-number">25</span>, 
          <span class="hljs-string">"excludesNull"</span> : <span class="hljs-literal">false</span>, 
          <span class="hljs-string">"subNodes"</span> : [ 
            { 
              <span class="hljs-string">"type"</span> : <span class="hljs-string">"attribute access"</span>, 
              <span class="hljs-string">"typeID"</span> : <span class="hljs-number">35</span>, 
              <span class="hljs-string">"name"</span> : <span class="hljs-string">"user"</span>, 
              <span class="hljs-string">"subNodes"</span> : [ 
                { 
                  <span class="hljs-string">"type"</span> : <span class="hljs-string">"reference"</span>, 
                  <span class="hljs-string">"typeID"</span> : <span class="hljs-number">45</span>, 
                  <span class="hljs-string">"name"</span> : <span class="hljs-string">"user"</span>, 
                  <span class="hljs-string">"id"</span> : <span class="hljs-number">0</span> 
                } 
              ] 
            }, 
            { 
              <span class="hljs-string">"type"</span> : <span class="hljs-string">"value"</span>, 
              <span class="hljs-string">"typeID"</span> : <span class="hljs-number">40</span>, 
              <span class="hljs-string">"value"</span> : <span class="hljs-string">"root"</span>, 
              <span class="hljs-string">"vType"</span> : <span class="hljs-string">"string"</span>, 
              <span class="hljs-string">"vTypeID"</span> : <span class="hljs-number">4</span> 
            } 
          ] 
        }, 
        <span class="hljs-string">"outVariable"</span> : { 
          <span class="hljs-string">"id"</span> : <span class="hljs-number">2</span>, 
          <span class="hljs-string">"name"</span> : <span class="hljs-string">"1"</span> 
        }, 
        <span class="hljs-string">"canThrow"</span> : <span class="hljs-literal">false</span>, 
        <span class="hljs-string">"expressionType"</span> : <span class="hljs-string">"simple"</span> 
      }, 
      { 
        <span class="hljs-string">"type"</span> : <span class="hljs-string">"FilterNode"</span>, 
        <span class="hljs-string">"dependencies"</span> : [ 
          <span class="hljs-number">3</span> 
        ], 
        <span class="hljs-string">"id"</span> : <span class="hljs-number">4</span>, 
        <span class="hljs-string">"estimatedCost"</span> : <span class="hljs-number">5</span>, 
        <span class="hljs-string">"estimatedNrItems"</span> : <span class="hljs-number">1</span>, 
        <span class="hljs-string">"inVariable"</span> : { 
          <span class="hljs-string">"id"</span> : <span class="hljs-number">2</span>, 
          <span class="hljs-string">"name"</span> : <span class="hljs-string">"1"</span> 
        } 
      }, 
      { 
        <span class="hljs-string">"type"</span> : <span class="hljs-string">"ReturnNode"</span>, 
        <span class="hljs-string">"dependencies"</span> : [ 
          <span class="hljs-number">4</span> 
        ], 
        <span class="hljs-string">"id"</span> : <span class="hljs-number">5</span>, 
        <span class="hljs-string">"estimatedCost"</span> : <span class="hljs-number">6</span>, 
        <span class="hljs-string">"estimatedNrItems"</span> : <span class="hljs-number">1</span>, 
        <span class="hljs-string">"inVariable"</span> : { 
          <span class="hljs-string">"id"</span> : <span class="hljs-number">0</span>, 
          <span class="hljs-string">"name"</span> : <span class="hljs-string">"user"</span> 
        }, 
        <span class="hljs-string">"count"</span> : <span class="hljs-literal">true</span> 
      } 
    ], 
    <span class="hljs-string">"rules"</span> : [ ], 
    <span class="hljs-string">"collections"</span> : [ 
      { 
        <span class="hljs-string">"name"</span> : <span class="hljs-string">"_users"</span>, 
        <span class="hljs-string">"type"</span> : <span class="hljs-string">"read"</span> 
      } 
    ], 
    <span class="hljs-string">"variables"</span> : [ 
      { 
        <span class="hljs-string">"id"</span> : <span class="hljs-number">2</span>, 
        <span class="hljs-string">"name"</span> : <span class="hljs-string">"1"</span> 
      }, 
      { 
        <span class="hljs-string">"id"</span> : <span class="hljs-number">0</span>, 
        <span class="hljs-string">"name"</span> : <span class="hljs-string">"user"</span> 
      } 
    ], 
    <span class="hljs-string">"estimatedCost"</span> : <span class="hljs-number">6</span>, 
    <span class="hljs-string">"estimatedNrItems"</span> : <span class="hljs-number">1</span>, 
    <span class="hljs-string">"initialize"</span> : <span class="hljs-literal">true</span>, 
    <span class="hljs-string">"isModificationQuery"</span> : <span class="hljs-literal">false</span> 
  }, 
  <span class="hljs-string">"warnings"</span> : [ ], 
  <span class="hljs-string">"stats"</span> : { 
    <span class="hljs-string">"rulesExecuted"</span> : <span class="hljs-number">3</span>, 
    <span class="hljs-string">"rulesSkipped"</span> : <span class="hljs-number">33</span>, 
    <span class="hljs-string">"plansCreated"</span> : <span class="hljs-number">1</span> 
  }, 
  <span class="hljs-string">"cacheable"</span> : <span class="hljs-literal">true</span> 
}
</pre>
<div id="10_workWithAQL_statementsPlansOptimizer2_container_collapse" onclick="$('#10_workWithAQL_statementsPlansOptimizer2_long').hide(); $('#10_workWithAQL_statementsPlansOptimizer2_short').show(); window.location.hash='10_workWithAQL_statementsPlansOptimizer2_container';" class="example_show_button">Hide execution results</div></div>
<div id="10_workWithAQL_statementsPlansOptimizer2_short" onclick="$('#10_workWithAQL_statementsPlansOptimizer2_short').hide(); $('#10_workWithAQL_statementsPlansOptimizer2_long').show();">
<pre>
arangosh&gt; stmt.explain({ <span class="hljs-attr">optimizer</span>: {
........&gt; rules: [ <span class="hljs-string">"-all"</span>, <span class="hljs-string">"+remove-redundant-calculations"</span> ] } });
</pre><div class="example_show_button">Show execution results</div>
</div>
</div>

    @endDocuBlock 10_workWithAQL_statementsPlansOptimizer2


<!-- filename: /work/ArangoDB/Documentation/Books/AQL/execution-and-performance-explaining-queries.md -->
